Name;"Group Id";"Group name";"League ID";"Player ID";"Distance (mi)";"Distance (speed | extreme) (mi)";"Distance (speed | high) (mi)";"Distance (speed | low) (mi)";"Distance (speed | medium) (mi)";"Distance (speed | very high) (mi)";"Distance (speed | very low) (mi)";"Distance / min (mi)";"Distance / min (speed | extreme) (mi)";"Distance / min (speed | high) (mi)";"Distance / min (speed | low) (mi)";"Distance / min (speed | medium) (mi)";"Distance / min (speed | very high) (mi)";"Distance / min (speed | very low) (mi)";Number;Position;"Speed (% of max.) (%)";"Speed (max.) (mph)";"Speed (Ø) (mph)";"Time (s)";"Time (speed | extreme) (s)";"Time (speed | high) (s)";"Time (speed | low) (s)";"Time (speed | medium) (s)";"Time (speed | very high) (s)";"Time (speed | very low) (s)";"Time on Playing Field (s)";"Accel 1";"Accel 1 / min";"Accel 2";"Accel 2 / min";"Accel 3";"Accel 3 / min";"Accel 4";"Accel 4 / min";"Acceleration (max.) (ft/s²)";"Acceleration Load (distance | high) (mi)";"Acceleration Load (distance | low) (mi)";"Acceleration Load (distance | medium) (mi)";"Acceleration Load (distance | very high) (mi)";"Acceleration Load (load | high)";"Acceleration Load (load | low)";"Acceleration Load (load | medium)";"Acceleration Load (load | very high)";"Acceleration Load (max.)";"Acceleration Load (time | high) (s)";"Acceleration Load (time | low) (s)";"Acceleration Load (time | medium) (s)";"Acceleration Load (time | very high) (s)";"Acceleration Load / min";"Accels Load";"Accels Load / min";"Accumulated Acceleration Load";"Accumulated Acceleration Load / min";"Anaerobic Activity (distance) (mi)";"Anaerobic Activity (time) (s)";"Decel 1";"Decel 1 / min";"Decel 2";"Decel 2 / min";"Decel 3";"Decel 3 / min";"Decel 4";"Decel 4 / min";"Deceleration (max.) (ft/s²)";"Decels Load";"Decels Load / min";"High Metabolic Power Distance (m)";"High Metabolic Power Distance / min (m)";"High Speed and Acceleration Distance (m)";"High Speed and Acceleration Distance / min (m)";"High Speed and Acceleration Time (s)";"Jump Load (J)";"Jump Load / min (J)";"Jump Load per mass (J/kg)";"Jump Load per mass / min (J/kg)";"Mechanical Intensity";"Mechanical Intensity (def.)";"Mechanical Intensity (off.)";"Mechanical Load";"Mechanical Load (def.)";"Mechanical Load (off.)";"Metabolic Power (max.) (W)";"Metabolic Power (time | high) (s)";"Metabolic Power (time | low) (s)";"Metabolic Power (time | medium) (s)";"Metabolic Power (time | very high) (s)";"Metabolic Power (Ø) (W)";"Metabolic Power per mass (max.) (W/kg)";"Metabolic Power per mass (Ø) (W/kg)";"Metabolic Work (kcal)";"Metabolic Work / min (kcal)";"Physio Intensity";"Physio Load";"Heart Rate (max.) (bpm)";"Heart Rate (min.) (bpm)";"Heart Rate (time | 0 - 50%) (s)";"Heart Rate (time | 50 - 60%) (s)";"Heart Rate (time | 60 - 70%) (s)";"Heart Rate (time | 70 - 80%) (s)";"Heart Rate (time | 80 - 90%) (s)";"Heart Rate (time | ≥ 90%) (s)";"Heart Rate (Ø) (bpm)";"Heart Rate Recoveries";"Heart Rate Recoveries / min";"Human Core Temperature (max.) (°F)";"Human Core Temperature (Ø) (°F)";TRIMP;Accelerations;"Accelerations (high)";"Accelerations (low)";"Accelerations (medium)";"Accelerations (very high)";"Accelerations / min";"Accelerations / min (high)";"Accelerations / min (low)";"Accelerations / min (medium)";"Accelerations / min (very high)";"Changes of Direction";"Changes of Direction (left)";"Changes of Direction (right)";"Changes of Direction / min";"Changes of Direction / min (left)";"Changes of Direction / min (right)";"Changes of Orientation";"Changes of Orientation / min";Decelerations;"Decelerations (high)";"Decelerations (low)";"Decelerations (medium)";"Decelerations (very high)";"Decelerations / min";"Decelerations / min (high)";"Decelerations / min (low)";"Decelerations / min (medium)";"Decelerations / min (very high)";Exertions;"Exertions (high)";"Exertions (low)";"Exertions (medium)";"Exertions (very high)";"Exertions / min";"Exertions / min (high)";"Exertions / min (low)";"Exertions / min (medium)";"Exertions / min (very high)";FCTs;"FCTs (high)";"FCTs (low)";"FCTs (medium)";"FCTs / min";"FCTs / min (high)";"FCTs / min (low)";"FCTs / min (medium)";Jumps;"Jumps (high)";"Jumps (low)";"Jumps (medium)";"Jumps (very high)";"Jumps / min";"Jumps / min (high)";"Jumps / min (low)";"Jumps / min (medium)";"Jumps / min (very high)";MCTs;"MCTs (high)";"MCTs (low)";"MCTs (medium)";"MCTs / min";"MCTs / min (high)";"MCTs / min (low)";"MCTs / min (medium)";Sprints;"Sprints (high)";"Sprints (low)";"Sprints (medium)";"Sprints (very high)";"Sprints / min";"Sprints / min (high)";"Sprints / min (low)";"Sprints / min (medium)";"Sprints / min (very high)";"Noah Shots";"Noah Shots (make)";"Noah Shots (miss)";"Noah Shots / min";"Noah Shots / min (make)";"Noah Shots / min (miss)";"RSPCT Shots";"RSPCT Shots (make)";"RSPCT Shots (miss)";"RSPCT Shots / min";"RSPCT Shots / min (make)";"RSPCT Shots / min (miss)";Description;Types
"Deebo Coleman";1;GUARDS;63391;19;2.383;0;0;0;0;0;0;0.017;0;0;0;0;0;0;10;Forward;62;15.41;1.05;8214;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.481;0.795;0.253;0.854;130.77;189.79;73.39;196.69;9.8;324;7238;273;379;0.77;330.59;2.41;590.63;4.31;1.219;612;0;0;0;0;0;0;0;0;0;1106.45;8.08;0;0;0;0;0;21213.5;154.96;217.53;1.59;10.5;0;0;1437.05;0;0;0;0;0;0;0;0;0;0;369.76;2.7;6.4;871.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;132;0.96;0;0;0;0;0;0;0;0;0;0;143;54;17;40;32;1.04;0.39;0.12;0.29;0.23;0;0;0;0;0;0;0;0;107;5;97;3;2;0.78;0.04;0.71;0.02;0.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Game #5 Charleston Southern";Game
"Devion Smith";1;GUARDS;63390;30;3.671;0;0;0;0;0;0;0.027;0;0;0;0;0;0;5;Forward;62;15.54;1.61;8232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.945;1.161;0.422;1.143;225.75;263.05;127.81;249.2;9.13;580;6710;441;501;1.12;532.55;3.88;865.81;6.31;1.873;925;0;0;0;0;0;0;0;0;0;1702.36;12.41;0;0;0;0;0;28054.1;204.47;359.58;2.62;16.29;0;0;2234.91;0;0;0;0;0;0;0;0;0;0;466.8;3.4;7.8;1073.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;226;1.65;0;0;0;0;0;0;0;0;0;0;255;109;27;85;34;1.86;0.79;0.2;0.62;0.25;0;0;0;0;0;0;0;0;142;6;117;6;13;1.03;0.04;0.85;0.04;0.09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Game #5 Charleston Southern";Game
"Jalon Moore";1;GUARDS;63393;23;0.4;0;0;0;0;0;0;0.003;0;0;0;0;0;0;14;Forward;36;8.84;0.18;8232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.013;0.338;0.047;0.001;3.07;123.33;10.4;0.19;5.15;9;8179;43;1;0.18;82.18;0.6;136.99;1;0.007;4;0;0;0;0;0;0;0;0;0;256.91;1.87;0;0;0;0;0;2602.62;18.97;27.19;0.2;2.47;0;0;339.09;0;0;0;0;0;0;0;0;0;0;53.56;0.39;1;143.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.01;0;0;0;0;0;0;0;0;0;0;3;0;1;2;0;0.02;0;0.01;0.01;0;0;0;0;0;0;0;0;0;15;0;14;1;0;0.11;0;0.1;0.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Game #5 Charleston Southern";Game
"Jordan Meka";2;BIGS;64244;24;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;23;Center;11;2.69;0;8232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.001;0;0;0;5.07;0;0;0.06;0;8232;0;0;0.01;0;0;5.07;0.04;0;0;0;0;0;0;0;0;0;0;0;0.41;0;0;0;0;0;0;0;0;0;0;0;0;0;0.41;0;0;0;0;0;0;0;0;0;0;0.08;0;0;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Game #5 Charleston Southern";Game
"Jordan Usher";1;GUARDS;37356;17;3.236;0;0;0;0;0;0;0.024;0;0;0;0;0;0;4;Forward;62;15.51;1.42;8232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.732;1.469;0.5;0.535;185.15;293.06;146.19;131.34;9.52;495;6933;535;269;0.98;488.23;3.56;755.75;5.51;1.051;593;0;0;0;0;0;0;0;0;0;1539.82;11.22;0;0;0;0;0;30021.84;218.81;300.85;2.19;14.78;0;0;2028.05;0;0;0;0;0;0;0;0;0;0;502.46;3.66;8.8;1211.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;153;1.12;0;0;0;0;0;0;0;0;0;0;217;60;51;80;26;1.58;0.44;0.37;0.58;0.19;0;0;0;0;0;0;0;0;108;9;81;12;6;0.79;0.07;0.59;0.09;0.04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Game #5 Charleston Southern";Game
"Khalid Moore";1;GUARDS;29932;21;2.954;0;0;0;0;0;0;0.022;0;0;0;0;0;0;12;Forward;65;16.29;1.32;8089;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.842;1.076;0.416;0.62;192.28;237.08;124.16;121.77;7.88;500;6873;459;258;0.89;450.09;3.34;675.29;5.01;1.29;627;0;0;0;0;0;0;0;0;0;1378.36;10.22;0;0;0;0;0;25132.59;186.41;266.38;1.98;13.56;0;0;1828.45;0;0;0;0;0;0;0;0;0;0;455.48;3.38;7.8;1045.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;135;1;0;0;0;0;0;0;0;0;0;0;191;63;34;83;11;1.42;0.47;0.25;0.62;0.08;0;0;0;0;0;0;0;0;138;1;130;5;2;1.02;0.01;0.96;0.04;0.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Game #5 Charleston Southern";Game
"Kyle Sturdivant";1;GUARDS;64242;14;3.333;0;0;0;0;0;0;0.024;0;0;0;0;0;0;1;Guard;59;14.7;1.46;8232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.786;1.293;0.561;0.692;194.41;252.4;157.97;141.79;8.55;510;6856;566;300;0.97;486.95;3.55;746.57;5.44;1.271;646;0;0;0;0;0;0;0;0;0;1561.64;11.38;0;0;0;0;0;30414.77;221.68;340.36;2.48;14.93;0;0;2048.59;0;0;0;0;0;0;0;0;0;0;481.04;3.51;8.1;1116.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;139;1.01;0;0;0;0;0;0;0;0;0;0;227;80;50;86;11;1.65;0.58;0.36;0.63;0.08;0;0;0;0;0;0;0;0;168;2;155;9;2;1.22;0.01;1.13;0.07;0.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Game #5 Charleston Southern";Game
"Michael Devoe";1;GUARDS;29933;31;0.229;0;0;0;0;0;0;0.002;0;0;0;0;0;0;99;Guard;22;5.56;0.1;8218;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.008;0.209;0.012;0;2.05;40.26;4.29;0;4.59;6;8193;18;0;0.06;34.64;0.25;46.6;0.34;0.001;1;0;0;0;0;0;0;0;0;0;126.41;0.92;0;0;0;0;0;980.93;7.16;11.32;0.08;1.18;0;0;161.05;0;0;0;0;0;0;0;0;0;0;28.07;0.2;0.5;74.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;1;0;0.03;0;0.02;0.01;0;0;0;0;0;0;0;0;0;4;0;3;1;0;0.03;0;0.02;0.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Game #5 Charleston Southern";Game
"Miles Kelly";1;GUARDS;63392;22;2.484;0;0;0;0;0;0;0.018;0;0;0;0;0;0;13;Guard;52;12.92;1.09;8232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.686;0.914;0.449;0.436;164.19;219.04;128.91;95.44;10.3;424;7139;465;204;0.79;345.73;2.52;607.58;4.43;0.939;487;0;0;0;0;0;0;0;0;0;1196.86;8.72;0;0;0;0;0;17363.62;126.55;223.87;1.63;11.24;0;0;1542.59;0;0;0;0;0;0;0;0;0;0;297.12;2.17;5.3;722.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;131;0.95;0;0;0;0;0;0;0;0;0;0;168;51;42;72;3;1.22;0.37;0.31;0.52;0.02;0;0;0;0;0;0;0;0;120;4;112;3;1;0.87;0.03;0.82;0.02;0.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Game #5 Charleston Southern";Game
"Rodney Howard";2;BIGS;50662;25;2.623;0;0;0;0;0;0;0.019;0;0;0;0;0;0;24;Center;56;14.02;1.15;8232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.726;1.026;0.42;0.451;183.9;245.1;149.37;101.64;8.62;482;6992;536;222;0.88;448.5;3.27;680;4.96;1.02;574;0;0;0;0;0;0;0;0;0;1324.5;9.65;0;0;0;0;0;35763.65;260.67;320.52;2.34;12.92;0;0;1773;0;0;0;0;0;0;0;0;0;0;476.77;3.48;8;1097.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1.31;0;0;0;0;0;0;0;0;0;0;203;55;40;101;7;1.48;0.4;0.29;0.74;0.05;0;0;0;0;0;0;0;0;131;10;109;9;3;0.95;0.07;0.79;0.07;0.02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Game #5 Charleston Southern";Game
"Saba Gigiberia";2;BIGS;50661;15;1.617;0;0;0;0;0;0;0.012;0;0;0;0;0;0;2;Center;62;15.5;0.71;8232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.383;0.697;0.203;0.334;106.25;196.74;71.57;82.07;9.09;269;7539;257;167;0.59;279.5;2.04;456.63;3.33;0.623;355;0;0;0;0;0;0;0;0;0;838.23;6.11;0;0;0;0;0;17452.27;127.21;155.15;1.13;8.15;0;0;1117.73;0;0;0;0;0;0;0;0;0;0;282.51;2.06;5;682.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;166;1.21;0;0;0;0;0;0;0;0;0;0;105;37;26;32;10;0.77;0.27;0.19;0.23;0.07;0;0;0;0;0;0;0;0;76;1;71;3;1;0.55;0.01;0.52;0.02;0.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Game #5 Charleston Southern";Game
"Tristan Maxwell";1;GUARDS;64243;20;0.428;0;0;0;0;0;0;0.003;0;0;0;0;0;0;11;Guard;35;8.78;0.19;8232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.026;0.375;0.022;0.005;5.72;112.44;5.68;1.1;6.52;15;8191;24;2;0.16;95.09;0.69;124.94;0.91;0.024;13;0;0;0;0;0;0;0;0;0;295.77;2.16;0;0;0;0;0;1603.2;11.69;16.91;0.12;2.85;0;0;390.86;0;0;0;0;0;0;0;0;0;0;56.99;0.42;1.1;152.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;1;3;0;0.04;0.01;0.01;0.02;0;0;0;0;0;0;0;0;0;8;1;7;0;0;0.06;0.01;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Game #5 Charleston Southern";Game
"Deebo Coleman";1;Guards;63391;19;2.581;0.003;0.691;0.879;0.831;0.177;0;0.023;0;0.006;0.008;0.007;0.002;0;10;Forward;61;15.2;1.36;6844;1;305;2323;668;54;3493;4472;196.97;1.73;101.16;0.89;91.64;0.8;1.09;0.01;12.56;0.561;0.768;0.287;0.964;175.97;218.27;103.95;223.28;11.32;447;5583;370;443;1.13;390.86;3.43;721.46;6.32;1.392;766;737.85;6.47;301.3;2.64;213;1.87;6.55;0.06;-13.29;1258.69;11.03;0.407;0.004;0.35;0.003;165;20791.76;182.27;213.21;1.87;14.46;0;0;1649.55;0;0;6354.45;145;5556;1042;101;249.17;29.32;1.15;409.11;3.59;8.3;943.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;47;33;45;4;1.13;0.41;0.29;0.39;0.04;42;21;21;0.37;0.18;0.18;224;1.96;108;30;48;28;2;0.95;0.26;0.42;0.25;0.02;195;67;31;60;37;1.71;0.59;0.27;0.53;0.32;66;16;11;39;0.58;0.14;0.1;0.34;100;3;93;2;2;0.88;0.03;0.82;0.02;0.02;86;19;16;51;0.75;0.17;0.14;0.45;66;15;24;23;4;0.58;0.13;0.21;0.2;0.04;0;0;0;0;0;0;0;0;0;0;0;0;"Game - Clayton State";Game
"Jalon Moore";1;Guards;63393;23;1.527;0.026;0.384;0.6;0.398;0.12;0;0.013;0;0.003;0.005;0.003;0.001;0;14;Forward;70;17.36;0.81;6833;7;164;1529;329;36;4768;3405;130.01;1.14;44.36;0.39;47.66;0.42;2.55;0.02;13.65;0.394;0.585;0.211;0.337;88.17;166.92;65.13;64.64;8.82;229;6229;242;134;0.6;224.57;1.97;384.86;3.38;0.636;291;467.71;4.11;146.73;1.29;105.07;0.92;8.73;0.08;-15.58;728.23;6.39;0.275;0.002;0.204;0.002;89;11634.45;102.16;121.56;1.07;8.37;0;0;952.81;0;0;8502.96;84;6125;565;59;142.72;39.98;0.67;235.23;2.07;4.8;548.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;21;11;17;8;0.5;0.18;0.1;0.15;0.07;21;11;10;0.18;0.1;0.09;73;0.64;55;15;20;18;2;0.48;0.13;0.18;0.16;0.02;97;31;21;39;6;0.85;0.27;0.18;0.34;0.05;43;17;7;19;0.38;0.15;0.06;0.17;46;4;35;4;3;0.4;0.04;0.31;0.04;0.03;49;18;10;21;0.43;0.16;0.09;0.18;39;10;10;15;4;0.34;0.09;0.09;0.13;0.04;0;0;0;0;0;0;0;0;0;0;0;0;"Game - Clayton State";Game
"Jordan Meka";2;Bigs;64244;24;1.567;0.006;0.365;0.65;0.471;0.075;0;0.015;0;0.003;0.006;0.004;0.001;0;23;Center;64;15.83;0.88;6453;1;157;1784;393;23;4094;3359;144.48;1.34;54.42;0.51;44.32;0.41;1.09;0.01;11.95;0.459;0.613;0.331;0.163;97.02;161.86;103.86;33.96;8.68;256;5726;390;80;0.66;244.31;2.27;396.7;3.69;0.512;255;511.84;4.76;176.08;1.64;96.68;0.9;0;0;-11.36;784.6;7.3;0.21;0.002;0.145;0.001;66;20690.72;192.39;202.73;1.89;9.57;0;0;1028.91;0;0;7410.55;83;5676;643;50;165.37;32.67;0.73;255.54;2.38;5.6;599.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;17;16;23;1;0.53;0.16;0.15;0.21;0.01;21;11;10;0.2;0.1;0.09;69;0.64;52;13;25;14;0;0.48;0.12;0.23;0.13;0;104;21;21;59;3;0.97;0.2;0.2;0.55;0.03;45;11;8;26;0.42;0.1;0.07;0.24;71;8;55;3;5;0.66;0.07;0.51;0.03;0.05;51;11;10;30;0.47;0.1;0.09;0.28;34;6;13;14;1;0.32;0.06;0.12;0.13;0.01;0;0;0;0;0;0;0;0;0;0;0;0;"Game - Clayton State";Game
"Jordan Usher";1;Guards;37356;17;2.488;0.007;0.572;0.903;0.899;0.107;0;0.022;0;0.005;0.008;0.008;0.001;0;4;Forward;64;15.87;1.33;6733;2;261;2650;766;32;3022;4556;219.49;1.96;92.18;0.82;72.48;0.65;1.09;0.01;12.03;0.565;1.017;0.429;0.477;131.57;260.04;123.92;96.37;19.63;360;5716;451;205;0.97;385.24;3.43;611.91;5.45;0.871;433;779.34;6.94;257.49;2.29;183.82;1.64;4.36;0.04;-15.49;1225.01;10.92;0.289;0.003;0.228;0.002;117;25806.91;229.96;258.61;2.3;14.35;0;0;1610.25;0;0;6619.66;144;5338;1183;68;258.62;29.85;1.17;401.42;3.58;8.3;931.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;115;29;42;39;5;1.02;0.26;0.37;0.35;0.04;33;10;23;0.29;0.09;0.2;91;0.81;100;26;36;37;1;0.89;0.23;0.32;0.33;0.01;173;53;45;60;15;1.54;0.47;0.4;0.53;0.13;58;13;12;33;0.52;0.12;0.11;0.29;92;2;79;3;8;0.82;0.02;0.7;0.03;0.07;86;17;16;53;0.77;0.15;0.14;0.47;42;8;15;17;2;0.37;0.07;0.13;0.15;0.02;0;0;0;0;0;0;0;0;0;0;0;0;"Game - Clayton State";Game
"Khalid Moore";1;Guards;29932;21;1.897;0.006;0.497;0.642;0.564;0.188;0;0.017;0;0.004;0.006;0.005;0.002;0;12;Forward;63;15.76;1.01;6810;2;217;1874;452;57;4208;3592;153.91;1.36;68.86;0.61;77.95;0.69;1.09;0.01;11.86;0.651;0.589;0.3;0.357;137.77;176.16;92.48;68.52;10.47;359;5958;344;149;0.74;301.82;2.66;474.93;4.18;0.869;403;566.86;4.99;225.75;1.99;172.36;1.52;6.55;0.06;-12.69;971.52;8.56;0.346;0.003;0.292;0.003;136;21160.43;186.44;224.28;1.98;11.22;0;0;1273.35;0;0;6475.95;118;5900;711;81;180.24;30.89;0.86;298.53;2.63;5.9;671.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;97;34;20;39;4;0.85;0.3;0.18;0.34;0.04;37;14;23;0.33;0.12;0.2;70;0.62;83;21;28;30;4;0.73;0.19;0.25;0.26;0.04;132;33;38;58;3;1.16;0.29;0.33;0.51;0.03;55;23;11;21;0.48;0.2;0.1;0.19;103;2;95;4;2;0.91;0.02;0.84;0.04;0.02;69;27;12;30;0.61;0.24;0.11;0.26;52;19;11;20;2;0.46;0.17;0.1;0.18;0.02;0;0;0;0;0;0;0;0;0;0;0;0;"Game - Clayton State";Game
"Kyle Sturdivant";1;Guards;64242;14;1.97;0.007;0.414;0.839;0.597;0.113;0;0.017;0;0.004;0.007;0.005;0.001;0;1;Guard;61;15.22;1.04;6861;2;193;1980;490;36;4160;4254;166.46;1.46;78.99;0.69;66.68;0.58;3.27;0.03;12.74;0.439;0.699;0.3;0.531;121.18;175.16;105.9;116.04;11.95;324;5930;364;243;0.81;315.4;2.76;518.29;4.53;0.851;459;593.76;5.19;224.18;1.96;178.09;1.56;18.55;0.16;-15.33;1014.58;8.87;0.257;0.002;0.242;0.002;126;18633.31;162.94;208.52;1.82;11.63;0;0;1329.98;0;0;6512.02;100;5879;815;67;173.42;32.79;0.87;287.7;2.52;5.8;660.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99;39;30;25;5;0.87;0.34;0.26;0.22;0.04;29;16;13;0.25;0.14;0.11;111;0.97;88;25;33;22;8;0.77;0.22;0.29;0.19;0.07;165;58;35;52;20;1.44;0.51;0.31;0.45;0.17;23;8;5;10;0.2;0.07;0.04;0.09;103;2;98;3;0;0.9;0.02;0.86;0.03;0;70;16;15;39;0.61;0.14;0.13;0.34;39;6;12;17;4;0.34;0.05;0.1;0.15;0.03;0;0;0;0;0;0;0;0;0;0;0;0;"Game - Clayton State";Game
"Mike Devoe";1;Guards;29933;13;2.616;0.002;0.554;1.111;0.867;0.082;0;0.023;0;0.005;0.01;0.008;0.001;0;0;Guard;59;14.8;1.38;6856;1;256;3113;746;26;2714;5371;246.14;2.15;87.23;0.76;63.57;0.56;1.09;0.01;12.08;0.558;1.158;0.463;0.438;135.88;305.1;141.81;84.92;9.18;363;5772;534;186;1.04;398.02;3.48;667.71;5.84;0.859;435;844.84;7.39;255;2.23;144;1.26;4.23;0.04;-13.97;1248.07;10.92;0.254;0.002;0.199;0.002;98;18840.86;164.89;217.46;1.9;14.41;0;0;1646.09;0;0;5877.98;127;5405;1261;62;226.72;30.53;1.18;364.04;3.19;7.4;849.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;95;26;30;37;2;0.83;0.23;0.26;0.32;0.02;28;13;15;0.25;0.11;0.13;125;1.09;90;23;42;21;4;0.79;0.2;0.37;0.18;0.04;160;49;34;70;7;1.4;0.43;0.3;0.61;0.06;48;8;20;20;0.42;0.07;0.18;0.18;97;4;86;7;0;0.85;0.04;0.75;0.06;0;101;14;35;52;0.88;0.12;0.31;0.46;39;8;17;13;1;0.34;0.07;0.15;0.11;0.01;0;0;0;0;0;0;0;0;0;0;0;0;"Game - Clayton State";Game
"Miles Kelly";1;Guards;63392;22;2.179;0;0.481;0.906;0.693;0.099;0;0.019;0;0.004;0.008;0.006;0.001;0;13;Guard;59;14.62;1.15;6863;0;214;2338;576;31;3705;4147;204.22;1.79;75.91;0.66;65.09;0.57;1.09;0.01;12.3;0.579;0.798;0.465;0.337;139.4;219.34;144.66;65.44;7.82;376;5812;530;145;0.88;346.31;3.03;568.84;4.97;0.737;376;740.37;6.47;237.55;2.08;152.8;1.34;0;0;-11.67;1130.71;9.88;0.24;0.002;0.197;0.002;96;16614.93;145.25;214.22;1.87;12.91;0;0;1477.02;0;0;5609.08;97;5777;930;60;163.03;32.54;0.95;271.15;2.37;5.5;633.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;88;30;26;28;4;0.77;0.26;0.23;0.24;0.03;28;16;12;0.24;0.14;0.1;104;0.91;78;17;29;30;2;0.68;0.15;0.25;0.26;0.02;156;44;55;55;2;1.36;0.38;0.48;0.48;0.02;40;10;7;23;0.35;0.09;0.06;0.2;99;1;92;2;4;0.87;0.01;0.8;0.02;0.03;74;17;18;39;0.65;0.15;0.16;0.34;44;10;14;20;0;0.38;0.09;0.12;0.17;0;0;0;0;0;0;0;0;0;0;0;0;0;"Game - Clayton State";Game
